Date,DayOfWeek,00:00-06:59,07:00-11:59,12:00-16:59,17:00-20:59,21:00-23:59,Total
2022-07-02,Sat,9.7,7.2,8.5,6.51,5.87,37.78
2022-07-03,Sun,9.62,14.12,8.83,6.18,4.33,43.08
2022-07-04,Mon,9.16,6.25,7.8,5.26,5.03,33.5
2022-07-05,Tue,10.65,8.87,7.78,10.61,6.16,44.07
2022-07-06,Wed,8.84,17.81,6.08,4.97,10.5,48.2
2022-07-07,Thu,8.1,6.34,6.54,10.27,4.54,35.79
2022-07-08,Fri,8.27,7.48,7.04,17.49,6.83,47.11
2022-07-09,Sat,8.41,6.57,6.57,4.39,3.47,29.41
2022-07-10,Sun,8.0,5.64,5.73,4.5,3.45,27.32
2022-07-11,Mon,7.95,5.53,5.49,4.28,4.39,27.64
2022-07-12,Tue,14.59,11.77,14.43,11.79,10.16,62.74
2022-07-13,Wed,10.01,24.01,10.75,6.64,15.07,66.48
2022-07-14,Thu,11.47,11.22,7.07,6.13,8.78,44.67
2022-07-15,Fri,9.01,6.33,8.64,5.73,5.75,35.46
2022-07-16,Sat,10.61,7.21,9.78,8.2,17.11,52.91
2022-07-17,Sun,16.11,6.2,15.98,10.11,6.16,54.56
2022-07-18,Mon,8.51,6.32,6.76,12.94,5.3,39.83
2022-07-19,Tue,10.25,8.87,6.16,16.93,8.08,50.29
2022-07-20,Wed,8.43,7.08,10.29,4.88,15.97,46.65
2022-07-21,Thu,10.09,10.03,11.37,9.37,8.9,49.76
2022-07-22,Fri,8.63,6.73,7.47,6.18,4.0,33.01
2022-07-23,Sat,10.03,9.49,10.05,34.12,19.5,83.19
2022-07-24,Sun,10.97,10.16,9.02,8.67,4.67,43.49
2022-07-25,Mon,8.19,6.14,10.81,8.68,14.66,48.48
2022-07-26,Tue,10.18,15.28,24.23,21.3,36.56,107.55
2022-07-27,Wed,21.79,20.53,21.01,17.31,10.72,91.36
2022-07-28,Thu,10.22,10.7,13.99,10.04,11.64,56.59
2022-07-29,Fri,10.67,17.21,54.57,23.06,8.82,114.33
2022-07-30,Sat,10.2,25.89,26.66,22.62,12.69,98.06
2022-07-31,Sun,9.13,22.17,24.31,15.48,4.42,75.51
2022-08-01,Mon,9.03,9.63,12.8,20.94,5.86,58.26
2022-08-02,Tue,11.2,9.9,12.62,11.77,8.79,54.28
2022-08-03,Wed,8.59,27.99,10.64,5.8,12.56,65.58
2022-08-04,Thu,10.83,9.55,31.72,12.44,13.53,78.07
2022-08-05,Fri,11.54,8.96,13.57,6.13,6.89,47.09
2022-08-06,Sat,39.92,17.54,11.35,5.72,8.93,83.46
2022-08-07,Sun,11.14,6.5,13.7,5.82,22.44,59.6
2022-08-08,Mon,11.15,7.86,11.23,11.49,5.91,47.64
2022-08-09,Tue,12.1,9.59,12.85,11.41,16.08,62.03
2022-08-10,Wed,23.26,7.05,7.12,6.66,5.22,49.31
2022-08-11,Thu,13.29,10.64,6.57,5.78,7.98,44.26
2022-08-12,Fri,9.22,6.55,14.91,5.05,4.48,40.21
2022-08-13,Sat,10.04,11.6,21.41,20.55,25.06,88.66
2022-08-14,Sun,10.71,17.08,14.26,17.66,25.5,85.21
2022-08-15,Mon,11.62,6.24,12.47,8.54,6.63,45.5
2022-08-16,Tue,9.3,10.31,12.26,16.63,9.24,57.74
2022-08-17,Wed,10.19,6.66,17.05,12.72,4.36,50.98
2022-08-18,Thu,11.96,23.37,16.58,9.7,8.7,70.31
2022-08-19,Fri,8.02,8.93,11.44,13.46,5.72,47.57
2022-08-20,Sat,9.94,8.26,6.09,4.37,3.37,32.03
2022-08-21,Sun,7.51,5.36,5.58,4.41,3.3,26.16
2022-08-22,Mon,7.49,5.41,5.72,4.31,5.58,28.51
2022-08-23,Tue,9.03,8.29,5.36,4.25,7.58,34.51
2022-08-24,Wed,7.7,5.18,5.28,4.17,5.94,28.27
2022-08-25,Thu,8.36,8.2,9.02,7.15,11.39,44.12
2022-08-26,Fri,7.75,5.29,5.55,4.31,3.4,26.3
2022-08-27,Sat,8.88,8.36,5.53,4.27,7.51,34.55
2022-08-28,Sun,21.67,5.87,8.15,5.73,6.55,47.97
2022-08-29,Mon,8.28,6.57,9.75,6.76,4.74,36.1
2022-08-30,Tue,9.65,8.74,9.06,25.08,7.76,60.29
2022-08-31,Wed,9.89,7.4,16.67,9.27,3.64,46.87
2022-09-01,Thu,12.3,21.55,5.89,11.92,8.22,59.88
2022-09-02,Fri,10.68,6.47,12.32,13.83,3.53,46.83
2022-09-03,Sat,9.82,27.99,7.95,5.74,8.78,60.28
2022-09-04,Sun,9.58,6.73,12.19,5.37,3.97,37.84
2022-09-05,Mon,8.67,17.77,11.43,7.45,4.68,50.0
2022-09-06,Tue,9.79,9.3,6.35,11.81,8.56,45.81
2022-09-07,Wed,8.56,6.29,6.04,12.4,4.41,37.7
2022-09-08,Thu,10.3,9.17,6.56,11.85,8.23,46.11
2022-09-09,Fri,8.86,30.94,9.2,7.24,3.65,59.89
2022-09-10,Sat,9.83,9.16,6.41,5.06,4.56,35.02
2022-09-11,Sun,7.95,7.1,7.91,11.15,5.32,39.43
2022-09-12,Mon,8.34,9.38,6.11,15.49,4.09,43.41
2022-09-13,Tue,8.65,5.92,6.36,11.1,3.97,36.0
2022-09-14,Wed,7.86,27.26,8.02,6.59,10.67,60.4
2022-09-15,Thu,8.18,5.98,6.23,15.47,7.69,43.55
2022-09-16,Fri,8.01,20.56,6.66,6.21,3.79,45.23
2022-09-17,Sat,8.47,6.35,25.42,15.28,5.07,60.59
2022-09-18,Sun,9.12,7.96,8.28,6.73,3.82,35.91
2022-09-19,Mon,8.25,7.39,6.9,9.29,4.39,36.22
2022-09-20,Tue,8.23,6.04,6.2,19.58,5.17,45.22
2022-09-21,Wed,9.6,6.74,6.11,5.03,3.65,31.13
2022-09-22,Thu,8.29,5.88,6.53,7.69,4.2,32.59
2022-09-23,Fri,8.34,7.16,8.39,6.75,4.1,34.74
2022-09-24,Sat,8.21,7.65,7.22,0.89,1.24,25.21
2022-09-25,Sun,8.32,5.97,6.35,27.88,5.18,53.7
2022-09-26,Mon,8.31,6.44,7.02,7.15,3.71,32.63
2022-09-27,Tue,8.16,6.07,6.23,12.32,3.69,36.47
2022-09-28,Wed,8.17,6.49,11.99,7.99,4.25,38.89
2022-09-29,Thu,8.2,5.94,6.18,21.15,20.72,62.19
2022-09-30,Fri,9.26,12.09,8.29,18.43,4.06,52.13
2022-10-01,Sat,8.4,7.93,7.61,7.93,3.99,35.86
2022-10-02,Sun,7.99,8.66,6.86,23.27,6.48,53.26
2022-10-03,Mon,9.04,6.69,6.64,13.8,5.7,41.87
2022-10-04,Tue,8.54,6.08,8.77,12.47,3.94,39.8
2022-10-05,Wed,8.1,5.99,12.22,25.1,5.5,56.91
2022-10-06,Thu,9.83,7.99,23.1,6.73,4.8,52.45
2022-10-07,Fri,7.99,6.36,6.5,4.95,3.35,29.15
2022-10-08,Sat,7.95,6.01,5.98,5.08,4.07,29.09
2022-10-09,Sun,7.75,9.84,8.84,32.02,7.05,65.5
2022-10-10,Mon,7.62,6.23,6.77,5.53,3.49,29.64
2022-10-11,Tue,8.46,6.43,6.02,13.33,3.92,38.16
2022-10-12,Wed,8.58,6.43,6.56,9.07,3.92,34.56
2022-10-13,Thu,8.34,6.28,7.31,5.21,3.75,30.89
2022-10-14,Fri,8.54,6.25,6.76,17.55,24.94,64.04
2022-10-15,Sat,16.14,7.24,22.43,20.35,8.22,74.38
2022-10-16,Sun,9.67,10.7,5.82,27.88,10.26,64.33
2022-10-17,Mon,9.42,7.9,6.81,5.62,3.45,33.2
2022-10-18,Tue,8.02,6.12,6.06,13.38,4.84,38.42
2022-10-19,Wed,8.72,5.81,5.97,12.16,6.96,39.62
2022-10-20,Thu,8.75,6.13,6.37,11.59,3.6,36.44
2022-10-21,Fri,8.26,6.34,8.72,6.49,3.46,33.27
2022-10-22,Sat,8.51,8.91,14.84,9.52,3.63,45.41
2022-10-23,Sun,8.56,6.9,7.24,10.64,3.77,37.11
2022-10-24,Mon,8.51,6.78,16.29,7.09,3.59,42.26
2022-10-25,Tue,8.42,6.24,11.18,33.87,11.45,71.16
2022-10-26,Wed,9.52,17.23,7.37,5.05,4.11,43.28
2022-10-27,Thu,10.2,30.59,12.03,6.13,3.74,62.69
2022-10-28,Fri,8.7,15.67,27.86,7.74,4.05,64.02
2022-10-29,Sat,8.75,15.58,7.55,35.06,26.0,92.94
2022-10-30,Sun,16.02,6.55,16.2,10.41,5.49,54.67
2022-10-31,Mon,10.76,6.9,9.89,7.57,5.17,40.29
2022-11-01,Tue,9.11,6.2,7.88,17.71,4.99,45.89
2022-11-02,Wed,9.12,7.74,16.0,10.57,5.03,48.46
2022-11-03,Thu,11.05,7.06,15.95,7.35,4.83,46.24
2022-11-04,Fri,9.39,9.64,15.04,7.22,4.67,45.96
2022-11-05,Sat,9.07,7.35,14.56,8.34,5.39,44.71
2022-11-06,Sun,10.58,9.31,13.5,7.9,5.86,47.15
2022-11-07,Mon,9.65,7.98,8.26,16.45,4.95,47.29
2022-11-08,Tue,9.86,6.81,7.11,17.17,6.02,46.97
2022-11-09,Wed,10.74,7.47,17.01,11.19,6.57,52.98
2022-11-10,Thu,10.37,8.04,9.45,7.69,5.69,41.24
2022-11-11,Fri,12.2,7.86,8.15,9.87,6.1,44.18
2022-11-12,Sat,9.95,8.96,43.28,15.28,6.97,84.44
2022-11-13,Sun,12.49,9.36,9.77,18.62,5.76,56.0
2022-11-14,Mon,9.67,7.68,8.46,8.5,5.26,39.57
2022-11-15,Tue,10.27,7.26,7.95,13.65,5.77,44.9
2022-11-16,Wed,9.89,7.12,8.02,9.19,12.62,46.84
2022-11-17,Thu,10.19,5.02,7.38,22.78,16.14,61.51
2022-11-18,Fri,22.19,7.72,13.8,7.63,6.56,57.9
2022-11-19,Sat,9.78,6.88,25.02,7.0,4.48,53.16
2022-11-20,Sun,8.56,7.25,9.05,10.14,5.19,40.19
2022-11-21,Mon,7.84,6.14,26.42,11.93,4.69,57.02
2022-11-22,Tue,7.76,6.24,20.8,6.92,5.4,47.12
2022-11-23,Wed,8.0,7.5,9.7,10.59,4.88,40.67
2022-11-24,Thu,8.06,5.71,20.45,7.83,5.77,47.82
2022-11-25,Fri,7.99,6.03,8.06,10.07,11.36,43.51
2022-11-26,Sat,7.52,6.0,7.82,14.82,4.44,40.6
2022-11-27,Sun,7.6,6.06,10.47,10.79,4.16,39.08
2022-11-28,Mon,7.71,7.68,7.17,13.71,6.24,42.51
2022-11-29,Tue,7.82,5.99,6.84,18.93,3.86,43.44
2022-11-30,Wed,7.72,5.94,6.38,13.28,20.83,54.15
2022-12-01,Thu,24.07,7.35,14.06,6.86,4.54,56.88
2022-12-02,Fri,8.41,9.9,10.38,5.82,3.86,38.37
2022-12-03,Sat,8.31,6.27,23.29,12.98,5.12,55.97
2022-12-04,Sun,8.13,7.79,10.53,7.51,4.26,38.22
2022-12-05,Mon,7.7,11.86,10.8,9.64,5.06,45.06
2022-12-06,Tue,8.01,6.59,5.94,15.05,5.99,41.58
2022-12-07,Wed,8.7,22.32,13.13,11.93,5.78,61.86
2022-12-08,Thu,7.78,7.64,6.83,8.13,5.35,35.73
2022-12-09,Fri,7.65,5.73,6.25,18.18,5.14,42.95
2022-12-10,Sat,10.22,7.25,9.79,7.56,5.51,40.33
2022-12-11,Sun,7.93,6.46,11.57,6.52,6.14,38.62
2022-12-12,Mon,7.82,6.46,9.85,8.24,6.98,39.35
2022-12-13,Tue,8.2,8.52,6.46,14.03,4.92,42.13
2022-12-14,Wed,7.84,7.0,5.74,10.18,12.68,43.44
2022-12-15,Thu,8.07,11.13,6.62,7.19,5.47,38.48
2022-12-16,Fri,8.13,6.1,6.17,6.19,4.0,30.59
2022-12-17,Sat,7.97,6.29,21.73,10.39,18.56,64.94
2022-12-18,Sun,8.18,9.75,28.13,8.41,7.11,61.58
2022-12-19,Mon,7.83,6.7,7.26,9.2,6.43,37.42
2022-12-20,Tue,9.15,7.56,10.14,30.9,11.36,69.11
2022-12-21,Wed,11.39,10.54,14.2,12.43,5.59,54.15
2022-12-22,Thu,11.07,11.47,17.08,21.48,6.38,67.48
2022-12-23,Fri,10.84,8.84,8.85,7.99,6.26,42.78
2022-12-24,Sat,10.61,8.97,18.42,7.97,5.28,51.25
2022-12-25,Sun,9.43,9.79,12.26,9.0,6.01,46.49
2022-12-26,Mon,8.94,8.65,7.21,34.22,13.76,72.78
2022-12-27,Tue,0.0,7.35,3.63,1.47,0.0,12.45
2022-12-28,Wed,0.0,3.39,14.19,31.23,8.71,57.52
2022-12-29,Thu,9.04,8.06,12.32,17.69,8.78,55.89
2022-12-30,Fri,9.85,7.35,8.4,8.62,7.15,41.37
2022-12-31,Sat,9.14,7.14,10.87,10.27,15.64,53.06
